,0
0,0.8725068267455118
1,1.3063152533283229
2,1.1316444591136832
3,1.4417452946956821
4,1.4762707784417946
5,0.6188462492789771
6,0.8835080369337481
7,1.0009254935823744
8,1.5144117925858307
9,0.7827619822215939
10,0.787916850292985
11,1.3606256096209985
12,1.4099136573966993
13,0.9805812550919466
14,1.5440510879363802
15,1.0648580658306435
16,1.4539110550656937
17,1.0122634426078436
18,1.072191523862489
19,1.1202599566569948
20,1.2602551828817297
21,1.327845559655171
22,1.2590592504114229
23,0.9281367767170603
24,0.7924269090904127
25,1.1832968470042164
26,1.4240638695403978
27,1.3381636562486234
28,1.4431488947158875
29,1.5162620342556197
30,0.7169952626265523
31,1.246188843072508
32,0.9805506098560341
33,0.8916825347839712
34,1.5499860666153196
35,1.4178748251810744
36,0.8500568878944904
37,0.6922647716980133
38,1.0489974193816476
39,1.5448114845601768
40,0.6206691107687344
41,0.9771089438300505
42,0.9290639658816786
43,1.4228523742855943
44,1.5046922403317802
45,1.2929470236158431
46,0.7560025838860269
47,1.2188300096151434
48,1.3707165756097541
49,0.6609970461944961
50,1.2524329455828922
51,0.9719670656654376
52,0.7384539954288722
53,1.2883429669144715
54,1.1715164108716192
55,0.8418940884392105
56,1.503439413084259
57,0.7646909634811959
58,1.1621279286795745
59,1.0181529127888198
60,1.3543700853112368
61,1.4546202836568192
62,0.771371863367681
63,1.1102345618793903
64,1.2931265401746737
65,1.5255806229507953
66,1.3192681698845208
67,1.04760714503754
68,1.0959502382531958
69,1.490309990419522
70,0.7810532877519605
71,0.8382016885276797
72,1.4258569116376647
73,1.166889873067603
74,0.82215520650141
75,1.202108733741719
76,1.1956072897535648
77,0.8362859906518778
78,0.9007764660695444
79,1.1500162340813744
80,1.4691499542863222
81,1.2705796418704163
82,1.0651886688391663
83,1.209611686999959
84,1.2178425346952857
85,1.1317478141074981
86,0.9726853575499622
87,1.1497668445978908
88,1.399622847937483
89,1.2668932124235004
90,1.0926486013558745
91,1.1760182752334192
92,0.807598853369718
93,1.2809363109816594
94,1.5094027428799586
95,1.5141756587362174
96,0.7787803722059825
97,1.3882683279097126
98,0.7363233731284419
99,1.2032653786315255
100,1.07981880958461
101,1.1066153108185905
102,0.9712719466891586
103,0.9386650285065314
104,1.2006851437325734
105,1.2165115130735895
106,0.8711381790227486
107,1.1803790004871457
108,1.4614093636889252
109,1.0372172453870467
110,0.7949443803742748
111,0.6248697132998443
112,1.1921902608965853
113,0.6880768040993055
114,1.5005121239184616
115,1.1174875855234339
116,1.2198558077259323
117,1.120965446156588
118,0.6282024940916837
119,1.4825227207908087
120,0.7747099408157554
121,0.7145662820041808
122,0.9585284537120058
123,1.0696067849564788
124,1.2177326617548232
125,1.4848787190968085
126,1.1513425627500933
127,1.0181006153937298
128,1.354962592362222
129,0.6478086248173731
130,1.4645663255179047
131,1.5103125509858928
132,1.403096013385262
133,0.8543411177633015
134,0.7926328468547517
135,0.9432818661379034
136,1.3489212728793727
137,1.4494524907151458
138,1.4612312335586688
139,0.7279593570209887
140,0.7663564188192633
141,0.8237145492982574
142,0.9016159718357744
143,0.9490743878206728
144,1.533079879945923
145,0.7371234333622791
146,1.3408762936088618
147,1.1380685013241538
148,1.2192850242671536
149,0.7860924168326417
150,1.0181477147832374
151,1.3523372997162157
152,1.028347984116246
153,0.6707471903822101
154,1.3205202546191779
155,0.697096668489805
156,1.3999257805364889
157,0.714851518241783
158,1.495833493901023
159,0.6157424140896096
160,0.8432172929781185
161,0.6182584816195812
162,1.3325799983613011
163,0.770491695884163
164,0.8202185267981692
165,0.8935837535569133
166,1.2042377585205648
167,1.074007050116898
168,0.861588437821389
169,1.0547997496975343
170,1.069506359084567
171,1.0016102237478552
172,1.494644778458297
173,1.5107223079371517
174,0.9076056794269185
175,0.8657995034963439
176,1.2562229091975983
177,1.4070710113854104
178,1.0667064179474668
179,0.8535477086565646
180,1.0222156385778742
181,1.1725036772855617
182,1.1844630717847782
183,0.6995749155830799
184,1.3163380701813652
185,0.9376655085839098
186,0.6559163133807109
187,0.7979659808645074
188,0.6837689546837409
189,0.656861906182205
190,0.9543663173345704
191,0.6924993089552228
192,1.0661672578435142
193,1.4862303027910349
194,1.2447760924808398
195,0.8730971149506439
196,1.4100364254080584
197,1.2907003354827138
198,1.299354781309056
199,1.1397634804190124
200,1.1286144976513495
201,1.2112703753769156
202,0.7304618890277262
203,1.2231929301233988
204,0.7374910294438846
205,0.8725021501011906
206,0.6129658105833085
207,1.2199070356872699
208,1.4370977120158934
209,1.2064168805313114
210,1.5395512514293956
211,0.7132908517014712
212,1.4693343438400304
213,1.53871958202396
214,1.0705037001400965
215,0.77903592541642
216,1.0142256723628256
217,0.8455349885631787
218,1.4847320246235638
219,0.9873640860753319
220,0.8825111045393126
221,1.1375178909980959
222,0.7644375007917554
223,1.0891496816592425
224,1.5174835955877115
225,1.514874005876982
226,1.2035647702858143
227,1.3747687619719415
228,0.9899107099432073
229,0.8798602825384649
230,1.0399708067950337
231,1.102650681217987
232,0.624734053575427
233,1.5406429189655357
234,0.6813917988382041
235,0.7417573142002551
236,0.9849006842759737
237,1.124813310520643
238,0.9561176863644599
239,0.95351942000079
240,0.6487468941034711
241,1.0053191919788036
242,0.9862520271544968
243,1.2709387426189915
244,1.32250453053307
245,0.880830322601444
246,0.8833513464409619
247,1.28369146868362
248,0.8392011650620186
249,1.1430859962034736
250,1.4521494091892149
251,1.191367182217715
252,1.0798438678398947
253,0.6339347843060226
254,1.3761516824850812
255,1.3388725297037247
256,1.5127011895849911
257,1.0350967908157567
258,1.5440784040212714
259,1.4029945952517902
260,1.3382496376118924
261,1.4881729850626209
262,1.3117187048963264
263,0.9117742169442469
264,0.8304443939973224
265,0.7973508521092406
266,1.0625882784265883
267,1.4290829297813123
268,0.9907848584703665
269,1.450295697057232
270,1.2658695291494273
271,0.6301097640404508
272,0.9287499666773509
273,0.699929087013059
274,1.4814238962359014
275,1.3826436241063325
276,0.9536525202789886
277,1.5537104310543608
278,1.1268260918703719
279,0.6015737550033593
280,1.276106697497048
281,0.9174150711525615
282,0.9434078951119654
283,1.523771235385488
284,0.604858224162924
285,1.0087283166559098
286,1.134265941153323
287,1.5036605926336915
288,0.988847381347232
289,1.4203009140727219
290,1.3331917071799686
291,0.6649736320025211
292,0.9555094499178843
293,0.6080124623980371
294,0.9532322003293786
295,1.0841536040646533
296,1.2557716726716728
297,0.8068260870612463
298,1.277408463525756
299,1.526251945647172
300,1.24218533930646
301,1.3034592258299185
302,0.6066070350603998
303,0.8110333353275097
304,1.1856914920143429
305,0.8159208946772184
306,1.0518097191508073
307,1.4557007243208993
308,1.3140365693755478
309,0.8234448167305226
310,1.215142159331164
311,1.4252911718290249
312,1.1055229530360244
313,1.3381426590427499
314,1.02823135134915
315,0.7783057153164041
316,1.0823547389445562
317,1.3878514602793939
318,1.5520086465310436
319,1.292739947894634
320,1.1126637804387935
321,1.4434173944342872
322,1.2178611422988177
323,0.8719038584103322
324,0.682840868149391
325,1.273670612425446
326,1.4191571208033018
327,0.8004566878099374
328,1.0275122013015086
329,1.2458909777746257
330,0.7414545996429631
331,1.2748809126611325
332,1.5443076837458194
333,1.1435571891019036
334,0.8764977427526569
335,1.3973665631237546
336,0.8931291583936822
337,1.026222034979171
338,0.7481323886695238
339,0.7355736491330881
340,0.8993706593601105
341,0.820137288092791
342,1.2226549172420018
343,1.1108348053839592
344,1.0144014209484464
345,0.7060695885548045
346,1.1053883211735949
347,1.3934138585614415
348,1.5513807613735484
349,0.6227728835756713
350,1.4090942829131818
351,0.657737859249576
352,1.2448910607106338
353,0.6311774944825795
354,1.1413176020016447
355,1.313942808318863
356,1.4074606780756223
357,1.357316634983467
358,1.3123499597639823
359,0.965455020710994
360,1.4484734815500917
361,1.513037096725387
362,0.7628747186558005
363,1.5078597157351978
364,1.2558084065482689
365,0.7572885895753243
366,0.9399618438513576
367,0.931919154795184
368,1.4840996293156996
369,1.1836937158903622
370,1.537761411518622
371,1.4102183027990167
372,0.9820653780209364
373,1.4051148484879192
374,0.7301604906241098
375,0.721014266299343
376,1.037596623524332
377,1.1335505684370544
378,1.5422151179559043
379,1.3559311312471025
380,1.247997013023811
381,1.357828236354642
382,0.8317126595498789
383,1.371036279579353
384,1.437860378123648
385,1.3072637623817598
386,0.6840955191760963
387,0.9709330455870948
388,1.1586737272427374
389,0.7445213604808856
390,0.8211682138079811
391,1.2452569195105947
392,1.2191421935239828
393,0.7196944716867908
394,0.6492135441418889
395,0.9794914892495243
396,0.9294700674091398
397,1.3941015072283491
398,0.949085126545431
399,1.0317323954511304
400,1.3944691709899009
401,1.2903280021165016
402,1.403346488156849
403,0.9898248571570223
404,0.7095747293453226
405,1.5273000136373658
406,0.8164888938787507
407,0.8911419771940632
408,1.0472073100681507
409,0.9641984512620194
410,0.9513452510542695
411,1.146171088461545
412,0.9855178731609215
413,1.2324021318345404
414,1.2839876784527215
415,1.1958729392918381
416,1.3289360877943721
417,0.8748314820219013
418,1.3687063773221977
419,1.5594310593743341
420,0.8952982168408629
421,0.7246473013752529
422,1.1499790991515777
423,1.1877580845326516
424,1.2116041928964356
425,1.4226826231250385
426,0.9085412649722192
427,1.0030578788070506
428,0.8290389650676468
429,0.8033722828067223
430,1.4467406273543606
431,1.5337509562455063
432,0.8646005637873739
433,1.2622406953234568
434,1.2112622414079415
435,0.7223315436236717
436,1.4395807405447385
437,0.9499719217625495
438,1.0046286682664038
439,0.9321636562608919
440,1.5344374909915857
441,1.3573812824343094
442,0.7559781487547839
443,0.8067405337362753
444,1.0335153802093453
445,0.7697655615736599
446,1.0542175986694637
447,0.7151546085013216
448,1.3309540188090176
449,1.1601801982112527
450,0.6367361736337963
451,0.7818173656429671
452,1.0331247953028553
453,1.5587596771371879
454,0.8551962748138052
455,1.2323086563652625
456,1.444925454752753
457,1.3330268348191916
458,0.8204399526217818
459,0.9917488839581546
460,1.2873225580337748
461,1.4245634266866598
462,0.6301799499590492
463,1.3074732696959332
464,1.5265428122785554
465,1.1258951452663044
466,1.2706443436993624
467,1.5097038647096648
468,1.447532470038556
469,1.443081794380471
470,1.0176149853231564
471,1.1008656753155435
472,0.6123070133389433
473,0.7854562521098581
474,1.5338179658351319
475,0.797712676051486
476,1.3276257187887757
477,1.4248331056925394
478,0.6939860711812906
479,0.9936772195591963
480,1.501850543453502
481,0.9226954723725816
482,0.6770224477663063
483,1.4541482200905353
484,1.3173423812218679
485,1.300807361410531
486,0.7418965936661899
487,0.6676944335119348
488,0.6076035655820412
489,0.771281558712249
490,1.1617210186806624
491,1.0704592011598841
