,0
0,0.6484011212931776
1,0.6126682494260329
2,0.536357955563149
3,0.5399461638263036
4,0.6022116386627187
5,0.6943130917651125
6,0.5193751631990118
7,0.7111036725765087
8,0.6019613288437001
9,0.7248650444338406
10,0.5460171041272656
11,0.5415623647421764
12,0.626337066128817
13,0.6570336447643412
14,0.5382627269048847
15,0.5812303292777791
16,0.5993449888386788
17,0.6932787534112946
18,0.5232102411755667
19,0.6803341195885764
20,0.6390307025602537
21,0.7062653914738738
22,0.5000664151842396
23,0.6678299681797523
24,0.5549099411203178
25,0.6031261416332734
26,0.5266182483708818
27,0.533814208709695
28,0.6925492949610133
29,0.5607216659116245
30,0.6160936609587739
31,0.691013962963188
32,0.5955216283217953
33,0.6689942108501357
34,0.692304553837549
35,0.5276415412646414
36,0.6204405673117325
37,0.7261315166235307
38,0.5943389713468972
39,0.6270866788719907
40,0.5888314357050723
41,0.6658211090820203
42,0.5577226124160156
43,0.5513476891210637
44,0.5990554135904953
45,0.6976189522955847
46,0.6838428868606506
47,0.5763613361230104
48,0.657431211444427
49,0.6439855331679055
50,0.5905728029949324
51,0.6224008071397779
52,0.5963931002669127
53,0.683662586754447
54,0.5080199643035312
55,0.5989842113896564
56,0.6567534547205434
57,0.5110847665503602
58,0.5190603740596289
59,0.6372774884200595
60,0.5599528949392706
61,0.5351233333290853
62,0.5709070978152837
63,0.576016666094263
64,0.7035436722818722
65,0.6805456284681054
66,0.7201453108105458
67,0.5251319128517715
68,0.5042813565713149
69,0.6484443806518227
70,0.7290342854385109
71,0.577145401105139
72,0.5353521363655769
73,0.6883127344631235
74,0.7257009705449889
75,0.6714496822375657
76,0.5207070564616542
77,0.6724408492697405
78,0.5585723185814445
79,0.5922221582179816
80,0.5644653024239364
81,0.5169566420712025
82,0.7138223079333899
83,0.5045640521271784
84,0.6385219816945946
85,0.6800955579062157
86,0.67171792874323
87,0.6865380310196914
88,0.5844684395944988
89,0.526966426344177
90,0.5721568936514686
91,0.597215822886829
92,0.7126396111445972
93,0.5271419701438486
94,0.609863340956344
95,0.6742793639079832
96,0.5426940264500909
97,0.6385313241207888
98,0.6767776698648851
99,0.6118506542546575
100,0.5392687568660882
101,0.7031230321042745
102,0.622699353500703
103,0.6645402802596232
104,0.6276004409006941
105,0.561373532052943
106,0.6773452886473154
107,0.6903501077046343
108,0.6631537289421725
109,0.5783606482099042
110,0.6663650428446897
111,0.581321142188208
112,0.5311534886483207
113,0.69789326708108
114,0.646625348104065
115,0.6240425046275514
116,0.6965237153469588
117,0.6179295072397879
118,0.5658934311989035
119,0.6273176549272843
120,0.5946898164410779
121,0.5757043046555499
122,0.6999156054271416
123,0.7250369080101962
124,0.6055015685778268
125,0.6998606807253356
126,0.6519189047556313
127,0.5973032076631953
128,0.5464285385722136
129,0.5674345345336874
130,0.5185312698666301
131,0.7155618454490753
132,0.640976243440855
133,0.5432058629720837
134,0.6781725459589243
135,0.5094993245614972
136,0.5126652512865505
137,0.5002744858620908
138,0.612973360423686
139,0.664118386723719
140,0.5825766167426204
141,0.539916439002349
142,0.6347997134342585
143,0.6979096829419347
144,0.6932710739939869
145,0.6294175634473238
146,0.6487257569155297
147,0.5367269193318309
148,0.5596043177758886
149,0.5169532408271417
150,0.6872625131973773
151,0.557358504607305
152,0.6792176021012729
153,0.6962034103046106
154,0.597253525565086
155,0.7080345757265287
156,0.6235021387566172
157,0.6160644660811172
158,0.6406903279362777
159,0.5550851329221678
160,0.56006646498589
161,0.572344517832155
162,0.7078249815642496
163,0.5374785943469574
164,0.5041480206382642
165,0.5180918165701346
166,0.6676102933520394
167,0.7144839371176216
168,0.6788838391595267
169,0.5126904286753601
170,0.5471806599821957
171,0.5552202507878072
172,0.5582317614484736
173,0.5965791308107665
174,0.6507548238067005
175,0.6975429671309213
176,0.5728226693307126
177,0.6250126545051264
178,0.6558347191420383
179,0.5796287897015763
180,0.53950054279977
181,0.6853851973665677
182,0.6805328082153392
183,0.6278807628295311
184,0.6696806864067247
185,0.5595192268455744
186,0.5947024397388658
187,0.6259574382123256
188,0.7016737221424831
189,0.6114394163088196
190,0.5772879199157528
191,0.6643681936839537
192,0.6616785129528726
193,0.7152829774219839
194,0.5132417064738447
195,0.5607137990852119
196,0.5952654184874818
197,0.7002745328157516
198,0.5569105709816364
199,0.6313076624585345
200,0.6564058196340491
201,0.6568425643478685
202,0.5955393935555728
203,0.7284512380813944
204,0.5423402179555158
205,0.6621871277837228
206,0.5063946666227207
207,0.5269502473456696
208,0.6912953710876486
209,0.7110459302295193
210,0.6640027724516961
211,0.6191755223239089
212,0.6020335839220105
213,0.6801858607781455
214,0.6758016353319952
215,0.5113122379792006
216,0.6170292028002509
217,0.6696633293654558
218,0.6827377403696908
219,0.6979396699520786
220,0.5103631843240845
221,0.6139251039874681
222,0.538523801250923
223,0.5837650193566366
224,0.5809160574149782
225,0.5948153481009422
226,0.6662552341319894
227,0.6854161957843908
228,0.6840679000094616
229,0.6846025138080987
230,0.6627532055218958
231,0.5664051620668884
232,0.6874070751260642
233,0.5861478494657614
234,0.702783282964014
235,0.5533202669476819
236,0.634613769413132
237,0.5322240907216605
